"project","constructive","under_constructive","work_group","block","floor","level","min_base_plan_start_date","max_base_plan_finish_date","contractors"
"Проект - 12","Благоустройство (верт.планировка, покрытие, озеленение, МАФы)",NULL,"Благоустройство",NULL,NULL,4,"2024-07-30","2024-09-08","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","10 этаж",1,"2024-03-30","2024-03-30","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","11 этаж",1,"2024-03-27","2024-03-27","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","12 этаж",1,"2024-04-05","2024-04-05","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","1 этаж",1,"2024-03-30","2024-04-12","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","2 этаж",1,"2024-03-11","2024-03-11","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","3 этаж",1,"2024-03-17","2024-03-17","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","4 этаж",1,"2024-03-12","2024-03-20","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","5 этаж",1,"2024-03-22","2024-03-22","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","6 этаж",1,"2024-03-20","2024-03-20","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","7 этаж",1,"2024-03-20","2024-03-20","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","8 этаж",1,"2024-03-28","2024-03-28","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","9 этаж",1,"2024-03-22","2024-04-07","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 12","Минус первый этаж",1,"2024-04-16","2024-04-16","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","10 этаж",1,"2024-03-28","2024-03-28","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","11 этаж",1,"2024-04-08","2024-04-08","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","12 этаж",1,"2024-03-30","2024-04-01","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","1 этаж",1,"2024-03-30","2024-04-04","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","2 этаж",1,"2024-03-07","2024-03-18","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","3 этаж",1,"2024-03-19","2024-03-20","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","4 этаж",1,"2024-03-18","2024-03-18","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","5 этаж",1,"2024-03-14","2024-03-15","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","6 этаж",1,"2024-03-24","2024-03-24","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","7 этаж",1,"2024-03-20","2024-03-20","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","8 этаж",1,"2024-04-06","2024-04-09","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","9 этаж",1,"2024-04-07","2024-04-09","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 13","Минус первый этаж",1,"2024-04-11","2024-04-11","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","10 этаж",1,"2024-04-05","2024-04-12","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","11 этаж",1,"2024-03-27","2024-03-27","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","12 этаж",1,"2024-04-04","2024-04-11","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","1 этаж",1,"2024-04-10","2024-04-10","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","2 этаж",1,"2024-03-19","2024-03-19","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","3 этаж",1,"2024-03-22","2024-03-22","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","4 этаж",1,"2024-03-14","2024-03-27","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","5 этаж",1,"2024-03-24","2024-03-24","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","6 этаж",1,"2024-03-21","2024-03-21","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","7 этаж",1,"2024-03-23","2024-04-03","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","8 этаж",1,"2024-03-21","2024-04-09","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","9 этаж",1,"2024-03-22","2024-03-24","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 14","Минус первый этаж",1,"2024-04-11","2024-04-11","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","10 этаж",1,"2024-03-28","2024-04-10","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","11 этаж",1,"2024-04-05","2024-04-08","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","12 этаж",1,"2024-04-01","2024-04-01","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","1 этаж",1,"2024-03-31","2024-03-31","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","2 этаж",1,"2024-03-16","2024-03-20","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","3 этаж",1,"2024-03-25","2024-03-25","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","4 этаж",1,"2024-03-18","2024-03-25","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","5 этаж",1,"2024-03-16","2024-03-16","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","6 этаж",1,"2024-03-16","2024-03-19","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","7 этаж",1,"2024-03-22","2024-04-04","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","8 этаж",1,"2024-03-22","2024-03-22","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","9 этаж",1,"2024-03-31","2024-03-31","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 15","Минус первый этаж",1,"2024-04-03","2024-04-05","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","10 этаж",1,"2024-03-31","2024-03-31","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","11 этаж",1,"2024-04-08","2024-04-13","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","12 этаж",1,"2024-04-08","2024-04-11","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","1 этаж",1,"2024-04-16","2024-04-16","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","2 этаж",1,"2024-03-10","2024-03-10","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","3 этаж",1,"2024-03-15","2024-03-15","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","4 этаж",1,"2024-03-14","2024-03-22","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","5 этаж",1,"2024-03-22","2024-03-29","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 702.71}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","6 этаж",1,"2024-03-23","2024-04-03","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","7 этаж",1,"2024-04-04","2024-04-04","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","8 этаж",1,"2024-03-28","2024-04-03","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","9 этаж",1,"2024-03-29","2024-03-29","[{""contractor"" : ""Подрядчик - 756"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 16","Минус первый этаж",1,"2024-04-08","2024-04-08","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","10 этаж",1,"2024-05-27","2024-05-30","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","11 этаж",1,"2024-05-26","2024-05-28","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","12 этаж",1,"2024-05-30","2024-06-05","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","1 этаж",1,"2024-06-15","2024-06-15","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","2 этаж",1,"2024-05-17","2024-05-17","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","3 этаж",1,"2024-05-19","2024-05-29","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","4 этаж",1,"2024-05-29","2024-05-31","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","5 этаж",1,"2024-05-17","2024-05-17","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","6 этаж",1,"2024-05-22","2024-05-22","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","7 этаж",1,"2024-05-19","2024-05-28","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","8 этаж",1,"2024-05-25","2024-05-25","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","9 этаж",1,"2024-05-20","2024-05-22","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 17","Минус первый этаж",1,"2024-06-06","2024-06-06","[{""contractor"" : ""Подрядчик - 193"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","10 этаж",1,"2024-03-28","2024-04-07","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","11 этаж",1,"2024-03-31","2024-04-10","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","12 этаж",1,"2024-03-31","2024-04-11","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","1 этаж",1,"2024-04-05","2024-04-05","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","2 этаж",1,"2024-01-17","2024-01-17","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 250.22}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","3 этаж",1,"2024-01-16","2024-01-16","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 250.22}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","4 этаж",1,"2024-01-21","2024-01-22","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 250.22}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","5 этаж",1,"2024-03-22","2024-03-30","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","6 этаж",1,"2024-03-29","2024-03-29","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","7 этаж",1,"2024-03-23","2024-03-23","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","8 этаж",1,"2024-04-07","2024-04-07","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 12","9 этаж",1,"2024-04-07","2024-04-07","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","10 этаж",1,"2024-04-09","2024-04-12","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","11 этаж",1,"2024-04-06","2024-04-15","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","12 этаж",1,"2024-04-04","2024-04-05","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","1 этаж",1,"2024-04-03","2024-04-15","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","2 этаж",1,"2024-01-13","2024-01-15","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 250.22}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","3 этаж",1,"2024-01-14","2024-01-18","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 250.22}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","4 этаж",1,"2024-01-15","2024-01-19","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 250.22}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","5 этаж",1,"2024-03-19","2024-03-19","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","6 этаж",1,"2024-03-25","2024-04-08","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","7 этаж",1,"2024-04-06","2024-04-07","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","8 этаж",1,"2024-04-04","2024-04-04","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 13","9 этаж",1,"2024-03-28","2024-03-28","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","10 этаж",1,"2024-02-28","2024-03-02","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","11 этаж",1,"2024-02-28","2024-02-28","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","12 этаж",1,"2024-03-03","2024-03-03","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","1 этаж",1,"2024-04-05","2024-04-05","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","2 этаж",1,"2024-01-12","2024-01-12","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 294.38}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","3 этаж",1,"2024-02-26","2024-02-28","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","4 этаж",1,"2024-03-07","2024-03-09","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","5 этаж",1,"2024-02-25","2024-02-25","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","6 этаж",1,"2024-03-04","2024-03-14","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","7 этаж",1,"2024-03-08","2024-03-15","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","8 этаж",1,"2024-02-27","2024-03-13","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 14","9 этаж",1,"2024-03-03","2024-03-15","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","10 этаж",1,"2024-03-03","2024-03-11","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","11 этаж",1,"2024-02-29","2024-02-29","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","12 этаж",1,"2024-02-27","2024-02-27","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","1 этаж",1,"2024-04-11","2024-04-11","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","2 этаж",1,"2024-01-15","2024-01-15","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 250.22}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","3 этаж",1,"2024-02-26","2024-02-26","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","4 этаж",1,"2024-02-28","2024-02-28","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","5 этаж",1,"2024-02-26","2024-02-29","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","6 этаж",1,"2024-03-04","2024-03-04","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","7 этаж",1,"2024-02-25","2024-03-16","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","8 этаж",1,"2024-03-12","2024-03-12","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 15","9 этаж",1,"2024-03-06","2024-03-08","[{""contractor"" : ""Подрядчик - 656"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","10 этаж",1,"2024-02-26","2024-03-11","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","11 этаж",1,"2024-03-01","2024-03-01","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","12 этаж",1,"2024-03-04","2024-03-08","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","1 этаж",1,"2024-04-05","2024-04-07","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 0}]"
"Проект - 12","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 16","2 этаж",1,"2024-01-23","2024-01-28","[{""contractor"" : ""Подрядчик - 242"", ""plan_value"" : 294.38}]"
