"project","constructive","under_constructive","work_group","block","floor","level","min_base_plan_start_date","max_base_plan_finish_date","contractors"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","1 этаж",1,"2023-09-09","2024-02-04","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.7650835e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 28779.73}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","2 этаж",1,"2023-09-25","2024-02-03","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.7294795e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 28779.73}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","3 этаж",1,"2023-10-20","2024-02-12","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.8280935e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 28779.73}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","4 этаж",1,"2023-11-28","2024-02-07","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.8280935e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 28779.73}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","5 этаж",1,"2023-11-26","2024-02-13","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.8280935e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 28779.73}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","6 этаж",1,"2024-01-05","2024-01-25","[{""contractor"" : ""Подрядчик - 685"", ""plan_value"" : 7.89446e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 28779.73}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","7 этаж",1,"2024-01-12","2024-03-13","[{""contractor"" : ""Подрядчик - 685"", ""plan_value"" : 7.8649005e+06}, {""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","8 этаж",1,"2024-02-22","2024-03-11","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.9483565e+06}, {""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","9 этаж",1,"2024-02-16","2024-03-01","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.943856e+06}, {""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","Будка выхода на кровлю",1,"2024-04-03","2024-04-13","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 4","Минус первый этаж",1,"2023-09-05","2024-02-12","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 6.0805712e+07}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 194121.69}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","10 этаж",1,"2023-10-01","2024-01-28","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.229642e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","11 этаж",1,"2023-10-08","2024-01-25","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.229553e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","12 этаж",1,"2023-10-19","2023-11-04","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.2738575e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","1 этаж",1,"2023-06-29","2023-12-03","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.912957e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","2 этаж",1,"2023-07-02","2024-01-29","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.594839e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23442.05}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","3 этаж",1,"2023-07-28","2024-02-01","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.50182e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","4 этаж",1,"2023-07-28","2024-01-24","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.538255e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","5 этаж",1,"2023-08-06","2024-02-01","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.538255e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","6 этаж",1,"2023-08-16","2024-01-27","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.538255e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","7 этаж",1,"2023-08-30","2024-01-25","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.107605e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","8 этаж",1,"2023-09-16","2024-01-30","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.229642e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","9 этаж",1,"2023-09-30","2024-01-27","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.229642e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 23762.92}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","Будка выхода на кровлю",1,"2023-11-21","2024-02-12","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 978186.9}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 5","Минус первый этаж",1,"2023-05-27","2024-01-26","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 9.117492e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 146078.73}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","10 этаж",1,"2023-10-02","2024-01-29","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.222152e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","11 этаж",1,"2023-10-08","2024-03-08","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.2271195e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","12 этаж",1,"2023-10-21","2024-01-31","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.306705e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","1 этаж",1,"2023-06-08","2023-11-19","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.987516e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","2 этаж",1,"2023-07-02","2023-07-03","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.5445245e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","3 этаж",1,"2023-07-16","2024-02-01","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.5328435e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","4 этаж",1,"2023-08-07","2024-01-20","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.5328435e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","5 этаж",1,"2023-07-31","2024-01-27","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.5328435e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","6 этаж",1,"2023-08-11","2024-02-02","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.5328435e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","7 этаж",1,"2023-08-26","2024-01-17","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.0188265e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","8 этаж",1,"2023-09-08","2024-01-26","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.222152e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","9 этаж",1,"2023-09-24","2024-02-02","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.222152e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 34370.24}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","Будка выхода на кровлю",1,"2023-11-05","2024-02-12","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 988507.06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 6","Минус первый этаж",1,"2023-04-20","2023-04-20","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 9.336004e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","10 этаж",1,"2023-10-06","2024-02-03","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.244278e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","11 этаж",1,"2023-10-06","2024-01-24","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.244276e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","12 этаж",1,"2023-10-16","2023-10-22","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.3467245e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","1 этаж",1,"2023-06-11","2023-11-28","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.9815945e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","2 этаж",1,"2023-06-25","2024-02-01","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.56554e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","3 этаж",1,"2023-07-10","2024-01-22","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.56554e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","4 этаж",1,"2023-07-27","2024-02-02","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.56554e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","5 этаж",1,"2023-08-06","2024-01-24","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.56554e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","6 этаж",1,"2023-08-09","2024-01-18","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 7.4833585e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","7 этаж",1,"2023-08-25","2024-01-22","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.04118e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","8 этаж",1,"2023-09-06","2024-01-31","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.244278e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","9 этаж",1,"2023-09-11","2024-01-30","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 8.244278e+06}, {""contractor"" : ""Подрядчик - 887"", ""plan_value"" : 29419.98}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","Будка выхода на кровлю",1,"2023-11-06","2024-01-30","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 1.5160201e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 7","Минус первый этаж",1,"2023-05-04","2024-01-08","[{""contractor"" : ""Подрядчик - 78"", ""plan_value"" : 9.741638e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","10 этаж",1,"2023-10-31","2024-01-16","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 8.3475765e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","11 этаж",1,"2023-11-04","2024-01-20","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 8.3475765e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","12 этаж",1,"2023-12-03","2024-01-30","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.523218e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","1 этаж",1,"2023-06-23","2024-01-20","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.7730115e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","2 этаж",1,"2023-07-13","2023-07-13","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.512955e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","3 этаж",1,"2023-07-24","2024-01-21","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.5913435e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","4 этаж",1,"2023-08-28","2024-01-25","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.5913435e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","5 этаж",1,"2023-08-22","2024-01-29","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.5913435e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","6 этаж",1,"2023-09-09","2024-02-03","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.590931e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","7 этаж",1,"2023-09-08","2024-01-20","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 8.3475765e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","8 этаж",1,"2023-10-01","2024-02-01","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 8.3475765e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","9 этаж",1,"2023-10-24","2024-01-20","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 8.3475765e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","Будка выхода на кровлю",1,"2023-11-29","2024-02-03","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 976673.4}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 8","Минус первый этаж",1,"2023-05-15","2023-05-15","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 9.050969e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","10 этаж",1,"2023-10-23","2024-01-06","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.7939495e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","11 этаж",1,"2023-11-15","2024-01-10","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.794776e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","12 этаж",1,"2023-11-15","2024-01-13","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.327528e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","1 этаж",1,"2023-07-16","2024-01-21","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.9215345e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","2 этаж",1,"2023-08-03","2024-01-12","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.547203e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","3 этаж",1,"2023-07-23","2024-01-09","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.5227385e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","4 этаж",1,"2023-08-25","2024-01-26","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.9152325e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","5 этаж",1,"2023-08-22","2024-01-24","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.518776e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","6 этаж",1,"2023-09-16","2024-01-12","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.727003e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","7 этаж",1,"2023-09-16","2024-01-13","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.7939495e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","8 этаж",1,"2023-10-09","2024-01-22","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.7939495e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","9 этаж",1,"2023-10-12","2024-01-21","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 7.7939495e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","Будка выхода на кровлю",1,"2023-12-05","2024-02-02","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 1.04811075e+06}]"
"Проект - 194","Каркас здания","Железобетонный каркас","Горизонтальные конструкции","Блок 9","Минус первый этаж",1,"2023-06-08","2023-11-28","[{""contractor"" : ""Подрядчик - 870"", ""plan_value"" : 9.024262e+06}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","10 этаж",1,"2024-03-14","2024-03-19","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","11 этаж",1,"2024-03-01","2024-03-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","12 этаж",1,"2024-03-12","2024-03-12","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","1 этаж",1,"2024-02-28","2024-03-16","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","2 этаж",1,"2024-03-02","2024-03-15","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","3 этаж",1,"2024-03-01","2024-03-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","4 этаж",1,"2024-03-06","2024-03-06","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","5 этаж",1,"2024-03-02","2024-03-02","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","6 этаж",1,"2024-03-02","2024-03-18","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","7 этаж",1,"2024-02-27","2024-03-04","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","8 этаж",1,"2024-02-28","2024-03-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 10","9 этаж",1,"2024-03-07","2024-03-08","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","10 этаж",1,"2024-03-15","2024-03-26","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","11 этаж",1,"2024-03-25","2024-04-08","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","12 этаж",1,"2024-04-01","2024-04-23","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","1 этаж",1,"2023-11-27","2024-03-04","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 997597.4}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","2 этаж",1,"2024-02-25","2024-03-04","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 998156.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","3 этаж",1,"2024-02-25","2024-02-27","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 998156.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","4 этаж",1,"2023-12-02","2023-12-02","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 998156.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","5 этаж",1,"2023-11-26","2023-11-26","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 998156.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","6 этаж",1,"2023-11-27","2023-12-10","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 998156.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","7 этаж",1,"2024-03-07","2024-03-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","8 этаж",1,"2024-02-28","2024-02-28","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 3","9 этаж",1,"2024-02-26","2024-03-06","[{""contractor"" : ""Подрядчик - 234"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","10 этаж",1,"2024-04-19","2024-04-20","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","11 этаж",1,"2024-04-15","2024-04-22","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","12 этаж",1,"2024-05-07","2024-05-10","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","1 этаж",1,"2024-01-17","2024-03-08","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 242918.56}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","2 этаж",1,"2024-01-27","2024-01-27","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 454752.12}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","3 этаж",1,"2024-01-26","2024-01-26","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 454752.12}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","4 этаж",1,"2024-02-01","2024-02-05","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 460513.3}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","5 этаж",1,"2024-01-30","2024-01-30","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 460513.3}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","6 этаж",1,"2024-03-07","2024-03-07","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","7 этаж",1,"2024-03-03","2024-03-14","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","8 этаж",1,"2024-03-11","2024-03-11","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 4","9 этаж",1,"2024-03-30","2024-03-30","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 0}]"
